CONSIGNEE_NAME,SHIPPER_NAME,TARIFF_CODE,GROSS_WEIGHT_KG,ITEM_VALUE_USD,PORT_OF_LOADING,ARRIVAL_DATE
Samsung Electronics INC,Shenzhen Plastics Co,3923.10,11308.05,287051.12,Long Beach,2026-02-10
NIKE USA CORP,Pou Chen Corp,8542.31,13366.06,1503802.58,Los Angeles,2025-10-16
Yeti Coolers LLC CORP,LG Chem,6404.11,34468.99,497315.03,Shanghai,2025-05-03
Tesla Motors INC,BYD Auto,6404.11,22516.24,1460278.36,Ho Chi Minh,2025-08-19
Nike Inc. CORP,Vietnam Manuf Group,6404.11,40035.01,779313.39,Rotterdam,2026-02-05
YETI CUSTOM DOMESTIC ,Pou Chen Corp,8703.80,32089.85,1691122.84,Ho Chi Minh,2025-06-30
Nike Inc. INC,Pou Chen Corp,8703.80,40518.18,598585.48,Shenzhen,2025-12-15
Tesla Motors INC,TSMC,3923.10,16239.58,191854.38,Long Beach,2025-03-28
Tesla Motors INC,Pou Chen Corp,6404.11,43741.33,686052.72,Rotterdam,2025-05-15
Yeti Coolers LLC INC,BYD Auto,3923.10,4263.04,1716764.1,Rotterdam,2025-06-01
Nike Inc. INC,Foxconn Technology,8542.31,25875.94,209331.91,Ho Chi Minh,2025-10-01
Tesla Motors CORP,TSMC,8703.80,5695.97,504346.57,Shanghai,2026-02-28
Tesla Motors CORP,LG Chem,3923.10,9494.59,607845.54,Los Angeles,2026-03-14
NIKE USA INC,Shenzhen Plastics Co,3923.10,39437.4,293906.16,Ho Chi Minh,2025-06-04
Apple Inc. ,Pou Chen Corp,8517.12,7181.95,1748787.11,Shenzhen,2026-01-12
Apple Inc. CORP,TSMC,8542.31,25771.54,1310308.66,Los Angeles,2025-12-09
Yeti Coolers LLC CORP,LG Chem,8517.12,33763.72,1660725.55,Rotterdam,2025-11-28
Tesla Motors INC,Pou Chen Corp,8542.31,45869.24,1149920.13,Rotterdam,2025-07-02
NIKE USA INC,Shenzhen Plastics Co,8703.80,30959.39,841482.53,Long Beach,2025-07-21
APPLE OPERATIONS INTL CORP,BYD Auto,8703.80,21451.77,1226820.28,Los Angeles,2025-08-28
YETI CUSTOM DOMESTIC INC,LG Chem,8517.12,31818.5,1519909.63,Shanghai,2025-09-14
Nike Inc. INC,Vietnam Manuf Group,8542.31,1231.56,947854.41,Shanghai,2025-06-25
NIKE USA INC,BYD Auto,8703.80,5860.32,542166.78,Rotterdam,2026-01-04
Tesla Motors CORP,Pou Chen Corp,6404.11,42361.56,488168.38,Rotterdam,2025-11-19
APPLE OPERATIONS INTL ,Shenzhen Plastics Co,3923.10,6790.83,291462.67,Rotterdam,2025-11-24
Yeti Coolers LLC ,Foxconn Technology,8542.31,38430.23,1377906.19,Shenzhen,2025-07-23
Tesla Motors INC,LG Chem,8517.12,2521.3,549700.13,Shanghai,2025-09-19
NIKE USA LTD,Pou Chen Corp,6404.11,8262.92,1819158.97,Long Beach,2025-11-30
Tesla Motors LTD,Shenzhen Plastics Co,8542.31,48317.18,1416635.21,Los Angeles,2025-05-06
Apple Inc. CORP,TSMC,6404.11,5829.51,1882708.47,Rotterdam,2025-03-26
Yeti Coolers LLC LTD,Foxconn Technology,8542.31,40591.46,545059.87,Los Angeles,2025-10-01
APPLE OPERATIONS INTL LTD,TSMC,3923.10,28430.47,1446747.23,Rotterdam,2025-06-17
NIKE USA LTD,LG Chem,6404.11,7877.62,1616627.13,Ho Chi Minh,2025-05-26
YETI CUSTOM DOMESTIC CORP,Foxconn Technology,8542.31,44398.55,1364014.11,Ho Chi Minh,2025-08-14
NIKE USA LTD,Foxconn Technology,8703.80,22661.04,372003.53,Los Angeles,2026-02-04
Apple Inc. INC,LG Chem,3923.10,5808.92,821708.79,Rotterdam,2025-04-13
NIKE USA INC,Pou Chen Corp,6404.11,49206.84,1743131.42,Long Beach,2025-09-10
YETI CUSTOM DOMESTIC LTD,Foxconn Technology,8542.31,42449.8,1926242.35,Los Angeles,2025-12-26
Nike Inc. ,Foxconn Technology,8517.12,31502.43,1041193.72,Rotterdam,2025-09-19
APPLE OPERATIONS INTL LTD,Vietnam Manuf Group,6404.11,27073.54,1178824.42,Rotterdam,2025-09-30
Nike Inc. ,TSMC,8517.12,28939.23,253300.86,Shanghai,2025-07-24
Samsung Electronics INC,Foxconn Technology,8703.80,20082.38,437822.4,Ho Chi Minh,2026-01-25
Yeti Coolers LLC INC,Shenzhen Plastics Co,8542.31,42534.47,666455.28,Shenzhen,2025-08-24
NIKE USA LTD,Vietnam Manuf Group,8542.31,11683.21,327090.25,Shenzhen,2025-03-28
Apple Inc. LTD,BYD Auto,8517.12,26227.85,1059361.74,Shenzhen,2025-11-29
NIKE USA INC,TSMC,6404.11,11234.15,760869.61,Long Beach,2026-01-17
APPLE OPERATIONS INTL INC,BYD Auto,8703.80,14344.17,1996568.92,Los Angeles,2026-03-13
Apple Inc. INC,Pou Chen Corp,6404.11,31689.72,1390102.41,Los Angeles,2025-06-05
Tesla Motors ,Shenzhen Plastics Co,3923.10,30935.52,875475.27,Long Beach,2026-01-01
APPLE OPERATIONS INTL CORP,LG Chem,8542.31,48028.72,851023.38,Rotterdam,2025-06-08
APPLE OPERATIONS INTL INC,Shenzhen Plastics Co,3923.10,29778.79,1042294.81,Shanghai,2025-10-09
NIKE USA ,Pou Chen Corp,8542.31,32940.99,1940816.27,Ho Chi Minh,2026-01-26
Samsung Electronics INC,BYD Auto,6404.11,35862.91,827117.97,Long Beach,2025-08-31
Yeti Coolers LLC ,TSMC,6404.11,23361.9,1119843.7,Shenzhen,2026-02-06
APPLE OPERATIONS INTL CORP,Shenzhen Plastics Co,6404.11,29654.64,1196833.33,Los Angeles,2025-04-07
Yeti Coolers LLC LTD,LG Chem,8703.80,7765.03,52730.56,Rotterdam,2025-07-19
Tesla Motors CORP,Pou Chen Corp,6404.11,19317.42,362339.75,Los Angeles,2025-08-28
APPLE OPERATIONS INTL ,Pou Chen Corp,6404.11,32668.81,619632.8,Rotterdam,2025-10-25
APPLE OPERATIONS INTL INC,Pou Chen Corp,6404.11,33583.68,315492.61,Shenzhen,2025-08-20
Yeti Coolers LLC CORP,Foxconn Technology,8517.12,40526.4,576734.96,Los Angeles,2025-05-23
Nike Inc. INC,Pou Chen Corp,3923.10,30167.01,754402.53,Rotterdam,2025-10-19
APPLE OPERATIONS INTL ,Vietnam Manuf Group,8517.12,44188.24,1365224.1,Shanghai,2025-10-10
Yeti Coolers LLC LTD,Shenzhen Plastics Co,6404.11,2487.45,1932035.1,Ho Chi Minh,2025-12-12
Samsung Electronics CORP,BYD Auto,6404.11,15796.05,42775.06,Los Angeles,2026-02-25
Nike Inc. INC,BYD Auto,8517.12,22088.99,1188006.85,Ho Chi Minh,2025-10-07
APPLE OPERATIONS INTL ,Foxconn Technology,6404.11,35197.79,1207019.87,Los Angeles,2025-04-29
Apple Inc. LTD,Vietnam Manuf Group,8542.31,1337.93,1652637.91,Rotterdam,2025-09-29
Samsung Electronics CORP,TSMC,8542.31,46279.72,1690034.85,Rotterdam,2025-10-01
APPLE OPERATIONS INTL LTD,TSMC,8542.31,5441.32,1391388.78,Los Angeles,2025-10-20
NIKE USA INC,BYD Auto,6404.11,41150.25,1680951.71,Shenzhen,2025-05-05
YETI CUSTOM DOMESTIC INC,Foxconn Technology,8703.80,10825.0,1964269.48,Ho Chi Minh,2025-10-27
YETI CUSTOM DOMESTIC ,Vietnam Manuf Group,8517.12,41446.45,422503.44,Los Angeles,2025-04-03
Samsung Electronics CORP,Shenzhen Plastics Co,6404.11,49291.98,205844.13,Ho Chi Minh,2025-03-23
Apple Inc. INC,BYD Auto,8542.31,43029.51,219879.02,Shenzhen,2025-10-22
Tesla Motors CORP,BYD Auto,8517.12,48970.25,1303580.57,Rotterdam,2025-07-29
Apple Inc. LTD,Pou Chen Corp,8703.80,46317.0,566461.08,Shanghai,2026-01-21
Apple Inc. CORP,LG Chem,8703.80,19318.68,1020201.77,Shenzhen,2025-09-07
APPLE OPERATIONS INTL INC,LG Chem,6404.11,25291.63,366607.52,Shenzhen,2025-06-10
Tesla Motors ,Pou Chen Corp,3923.10,31897.31,622918.57,Long Beach,2025-06-30
Apple Inc. LTD,Shenzhen Plastics Co,6404.11,29209.97,1679859.54,Shenzhen,2025-09-29
NIKE USA ,Vietnam Manuf Group,8703.80,32300.46,1698666.16,Los Angeles,2025-07-14
Tesla Motors CORP,Pou Chen Corp,8517.12,35936.01,1802448.2,Long Beach,2025-03-31
Tesla Motors ,LG Chem,8517.12,29997.2,553402.16,Ho Chi Minh,2025-04-20
Nike Inc. INC,Foxconn Technology,3923.10,32230.62,1585821.97,Los Angeles,2025-09-06
Apple Inc. LTD,Vietnam Manuf Group,8542.31,10031.02,1164485.91,Ho Chi Minh,2025-07-12
APPLE OPERATIONS INTL LTD,Pou Chen Corp,8542.31,47912.96,1975114.86,Shenzhen,2026-02-21
Samsung Electronics LTD,LG Chem,6404.11,1818.82,86609.89,Shenzhen,2025-03-29
Yeti Coolers LLC CORP,Vietnam Manuf Group,8703.80,5693.6,1765315.77,Ho Chi Minh,2026-02-08
APPLE OPERATIONS INTL CORP,Pou Chen Corp,8703.80,46825.49,875211.89,Rotterdam,2026-03-06
YETI CUSTOM DOMESTIC LTD,LG Chem,8703.80,46644.98,674254.68,Shanghai,2025-11-07
Apple Inc. INC,Foxconn Technology,8542.31,39059.27,1940522.0,Rotterdam,2025-04-21
Yeti Coolers LLC ,BYD Auto,6404.11,14959.68,1152111.85,Ho Chi Minh,2025-12-02
Samsung Electronics CORP,TSMC,3923.10,45779.94,1325512.28,Los Angeles,2025-09-25
APPLE OPERATIONS INTL INC,Pou Chen Corp,6404.11,36772.77,1021810.36,Ho Chi Minh,2025-09-28
Yeti Coolers LLC LTD,Shenzhen Plastics Co,3923.10,32435.56,1100854.29,Long Beach,2026-01-06
Nike Inc. ,LG Chem,6404.11,20601.47,1701315.98,Ho Chi Minh,2025-05-07
Yeti Coolers LLC ,Foxconn Technology,8703.80,20653.63,1724166.24,Los Angeles,2026-01-20
Tesla Motors LTD,LG Chem,8542.31,24452.32,1311379.02,Rotterdam,2025-04-16
Nike Inc. ,Pou Chen Corp,8703.80,41659.63,1865293.25,Rotterdam,2026-02-10
Apple Inc. LTD,TSMC,6404.11,24705.66,49487.26,Shenzhen,2025-10-08
Yeti Coolers LLC LTD,Foxconn Technology,3923.10,15775.11,347844.45,Los Angeles,2025-05-25
Samsung Electronics CORP,LG Chem,8703.80,17729.78,1250143.82,Los Angeles,2026-02-25
Nike Inc. LTD,LG Chem,3923.10,35557.14,1556217.28,Shanghai,2025-10-25
APPLE OPERATIONS INTL LTD,BYD Auto,3923.10,39406.5,1108622.57,Rotterdam,2026-02-21
Tesla Motors INC,Vietnam Manuf Group,8542.31,18015.81,175700.98,Shanghai,2025-11-13
Apple Inc. ,Shenzhen Plastics Co,8517.12,31228.8,1346336.71,Shanghai,2025-07-06
NIKE USA CORP,Vietnam Manuf Group,3923.10,3405.7,1587609.91,Ho Chi Minh,2025-04-29
Yeti Coolers LLC CORP,BYD Auto,3923.10,20051.67,237117.26,Los Angeles,2025-09-22
Apple Inc. ,Pou Chen Corp,6404.11,16698.15,747787.9,Los Angeles,2025-12-31
Yeti Coolers LLC INC,Shenzhen Plastics Co,8703.80,41047.51,922960.49,Ho Chi Minh,2025-06-02
YETI CUSTOM DOMESTIC ,Pou Chen Corp,8517.12,37929.48,894581.06,Rotterdam,2025-08-04
Yeti Coolers LLC LTD,Vietnam Manuf Group,8703.80,43440.97,1703940.97,Los Angeles,2025-03-19
Tesla Motors ,TSMC,3923.10,34169.09,887045.89,Long Beach,2025-08-05
APPLE OPERATIONS INTL CORP,TSMC,8517.12,26943.27,1928805.91,Los Angeles,2025-04-13
Yeti Coolers LLC ,Foxconn Technology,6404.11,19120.87,1957868.38,Shanghai,2025-03-23
Apple Inc. INC,Foxconn Technology,8517.12,15618.27,1960023.0,Los Angeles,2025-08-12
Nike Inc. CORP,BYD Auto,3923.10,21397.53,1699185.9,Shanghai,2025-06-21
APPLE OPERATIONS INTL CORP,BYD Auto,8542.31,34252.03,946526.89,Long Beach,2025-03-25
YETI CUSTOM DOMESTIC CORP,Shenzhen Plastics Co,8517.12,6208.86,113000.7,Long Beach,2026-01-21
YETI CUSTOM DOMESTIC ,Pou Chen Corp,8542.31,44138.29,864336.97,Shenzhen,2025-09-12
YETI CUSTOM DOMESTIC CORP,Pou Chen Corp,6404.11,20987.52,1313740.76,Long Beach,2025-07-02
APPLE OPERATIONS INTL ,Foxconn Technology,8517.12,10669.37,485545.91,Shanghai,2025-11-13
YETI CUSTOM DOMESTIC LTD,BYD Auto,8542.31,7068.25,486512.23,Rotterdam,2025-12-23
NIKE USA INC,Shenzhen Plastics Co,8703.80,32502.09,1889921.15,Los Angeles,2025-09-20
Samsung Electronics ,TSMC,8542.31,24115.09,1206254.67,Shanghai,2025-04-29
NIKE USA LTD,Shenzhen Plastics Co,6404.11,44163.12,1974896.46,Long Beach,2025-11-24
Tesla Motors LTD,Vietnam Manuf Group,8703.80,32233.06,1691184.54,Los Angeles,2026-02-20
Apple Inc. LTD,Pou Chen Corp,3923.10,42096.86,959689.02,Los Angeles,2025-05-16
Samsung Electronics ,Foxconn Technology,8703.80,34133.05,845166.54,Long Beach,2026-01-12
Nike Inc. INC,Shenzhen Plastics Co,8542.31,34496.52,482504.69,Shenzhen,2025-12-09
YETI CUSTOM DOMESTIC CORP,Pou Chen Corp,3923.10,5065.6,208829.73,Shanghai,2025-11-07
APPLE OPERATIONS INTL ,TSMC,6404.11,20775.68,587156.78,Shanghai,2025-10-15
NIKE USA INC,LG Chem,8703.80,12292.9,1431919.06,Ho Chi Minh,2025-12-15
YETI CUSTOM DOMESTIC ,TSMC,8703.80,1975.18,380273.19,Shanghai,2025-07-29
YETI CUSTOM DOMESTIC CORP,TSMC,8517.12,38944.72,1818692.67,Los Angeles,2025-09-13
Yeti Coolers LLC INC,Vietnam Manuf Group,8703.80,41500.06,1026680.23,Rotterdam,2025-05-28
YETI CUSTOM DOMESTIC CORP,Pou Chen Corp,8517.12,13858.51,285694.55,Rotterdam,2025-05-14
Tesla Motors ,Vietnam Manuf Group,8542.31,9004.53,1462492.69,Los Angeles,2025-11-21
Yeti Coolers LLC INC,Foxconn Technology,3923.10,21335.05,834039.39,Long Beach,2025-08-29
Tesla Motors INC,Vietnam Manuf Group,8517.12,2252.34,924155.04,Los Angeles,2025-12-29
Tesla Motors ,BYD Auto,8703.80,7181.5,1581884.06,Long Beach,2025-07-08
Tesla Motors ,Vietnam Manuf Group,8542.31,20394.67,260574.27,Shanghai,2025-07-20
Samsung Electronics CORP,Pou Chen Corp,8703.80,47813.82,168147.76,Rotterdam,2026-02-09
YETI CUSTOM DOMESTIC INC,Pou Chen Corp,6404.11,47024.73,1939587.19,Shenzhen,2025-07-13
Apple Inc. ,Pou Chen Corp,8542.31,30515.86,1336182.0,Shenzhen,2025-09-10
Tesla Motors LTD,Foxconn Technology,8542.31,18373.22,1616107.72,Rotterdam,2025-05-02
Yeti Coolers LLC INC,Shenzhen Plastics Co,3923.10,8127.89,867491.64,Shenzhen,2025-09-23
NIKE USA INC,Foxconn Technology,6404.11,45455.68,122588.78,Long Beach,2025-10-24
Tesla Motors INC,TSMC,3923.10,1424.18,1661908.26,Shenzhen,2025-07-30
NIKE USA ,Pou Chen Corp,3923.10,7581.92,449004.59,Shanghai,2025-08-18
Samsung Electronics CORP,BYD Auto,8542.31,18725.49,1251616.89,Shenzhen,2026-01-29
Nike Inc. CORP,Pou Chen Corp,6404.11,44885.96,957214.19,Los Angeles,2025-10-18
NIKE USA CORP,BYD Auto,3923.10,21219.54,322221.22,Shanghai,2025-04-12
Samsung Electronics ,Vietnam Manuf Group,8517.12,18397.44,1651937.67,Ho Chi Minh,2025-04-08
Samsung Electronics CORP,Foxconn Technology,8542.31,6247.56,1499387.73,Long Beach,2025-05-08
Yeti Coolers LLC CORP,LG Chem,8542.31,47967.88,27337.82,Long Beach,2025-09-07
YETI CUSTOM DOMESTIC CORP,TSMC,6404.11,49386.74,345969.47,Shanghai,2025-10-18
Apple Inc. INC,Vietnam Manuf Group,6404.11,31438.6,1175640.11,Rotterdam,2025-05-17
YETI CUSTOM DOMESTIC LTD,Vietnam Manuf Group,8703.80,32207.86,944100.02,Ho Chi Minh,2025-07-04
NIKE USA ,TSMC,8542.31,34875.22,268384.38,Shanghai,2026-03-05
Nike Inc. ,Shenzhen Plastics Co,8703.80,17332.6,720069.34,Los Angeles,2025-05-08
YETI CUSTOM DOMESTIC INC,BYD Auto,8542.31,16302.85,1593852.43,Shanghai,2025-12-09
NIKE USA ,Pou Chen Corp,8703.80,4978.03,1380202.83,Rotterdam,2025-11-14
NIKE USA LTD,TSMC,6404.11,22216.08,1129088.96,Los Angeles,2025-11-03
Apple Inc. INC,Shenzhen Plastics Co,6404.11,37224.54,1955359.52,Shanghai,2026-01-14
Tesla Motors LTD,BYD Auto,3923.10,24211.17,174044.4,Rotterdam,2025-11-13
NIKE USA ,Shenzhen Plastics Co,6404.11,38580.56,1398215.92,Ho Chi Minh,2025-10-28
YETI CUSTOM DOMESTIC INC,BYD Auto,8542.31,14898.46,138414.47,Shenzhen,2025-04-18
Yeti Coolers LLC INC,Vietnam Manuf Group,8517.12,16211.2,736551.22,Shenzhen,2026-01-27
Samsung Electronics CORP,Shenzhen Plastics Co,8517.12,32186.55,1355115.3,Rotterdam,2026-02-14
Samsung Electronics INC,Foxconn Technology,6404.11,45094.11,933809.79,Ho Chi Minh,2026-02-14
Nike Inc. INC,TSMC,8517.12,15622.91,141731.81,Los Angeles,2025-08-09
NIKE USA ,Vietnam Manuf Group,8542.31,23576.65,1189299.88,Shenzhen,2026-02-22
Apple Inc. INC,Vietnam Manuf Group,8542.31,30881.4,1852429.12,Long Beach,2025-11-02
Tesla Motors CORP,Foxconn Technology,3923.10,38526.27,411590.43,Shanghai,2025-11-05
Nike Inc. INC,Foxconn Technology,6404.11,47060.71,548151.72,Rotterdam,2025-11-03
Apple Inc. ,Vietnam Manuf Group,6404.11,38326.33,44735.8,Ho Chi Minh,2025-04-07
Samsung Electronics CORP,Shenzhen Plastics Co,8703.80,8529.27,443359.2,Ho Chi Minh,2026-01-13
NIKE USA LTD,Vietnam Manuf Group,8703.80,31664.14,1812063.44,Shanghai,2025-09-20
APPLE OPERATIONS INTL ,BYD Auto,3923.10,48440.99,573249.01,Rotterdam,2026-01-07
APPLE OPERATIONS INTL CORP,LG Chem,8542.31,23611.76,1814436.92,Long Beach,2025-11-24
Nike Inc. INC,LG Chem,3923.10,6022.91,1942148.47,Los Angeles,2025-03-18
APPLE OPERATIONS INTL INC,BYD Auto,8703.80,41353.29,170327.45,Long Beach,2025-03-25
Tesla Motors INC,BYD Auto,8703.80,34004.01,1924202.19,Ho Chi Minh,2025-12-31
Yeti Coolers LLC LTD,Foxconn Technology,6404.11,36363.56,1889208.7,Long Beach,2025-12-30
Nike Inc. LTD,BYD Auto,3923.10,9931.09,68926.06,Shenzhen,2025-12-08
Tesla Motors INC,Pou Chen Corp,8517.12,30937.56,1311784.8,Shenzhen,2025-05-14
Yeti Coolers LLC CORP,BYD Auto,8517.12,39639.99,951000.56,Los Angeles,2025-09-20
Tesla Motors LTD,Vietnam Manuf Group,8703.80,38992.59,156258.04,Shanghai,2025-04-06
Tesla Motors ,Pou Chen Corp,8542.31,18137.5,77173.22,Los Angeles,2026-03-05
Yeti Coolers LLC CORP,LG Chem,8542.31,37598.45,1211687.39,Ho Chi Minh,2025-12-21
Apple Inc. CORP,LG Chem,8703.80,19765.78,933967.22,Rotterdam,2025-05-18
Nike Inc. CORP,BYD Auto,8542.31,28577.75,1398033.36,Rotterdam,2025-11-10
Apple Inc. CORP,TSMC,8517.12,47258.3,957747.46,Ho Chi Minh,2025-04-02
Apple Inc. CORP,Foxconn Technology,8542.31,7017.06,1291279.87,Shanghai,2025-08-05
APPLE OPERATIONS INTL INC,Pou Chen Corp,8703.80,39497.88,1973278.08,Shenzhen,2025-03-16
Yeti Coolers LLC INC,Shenzhen Plastics Co,8542.31,25067.07,1172460.91,Los Angeles,2025-08-09
YETI CUSTOM DOMESTIC CORP,TSMC,6404.11,7135.12,488254.79,Ho Chi Minh,2025-09-29
NIKE USA INC,Shenzhen Plastics Co,6404.11,15090.39,968879.62,Rotterdam,2025-06-05
YETI CUSTOM DOMESTIC ,Foxconn Technology,3923.10,7825.87,200856.71,Rotterdam,2025-06-12
Nike Inc. ,Shenzhen Plastics Co,8703.80,38292.87,841426.92,Long Beach,2025-09-07
Samsung Electronics LTD,Foxconn Technology,3923.10,33547.87,149715.84,Shenzhen,2026-02-28
Yeti Coolers LLC INC,Shenzhen Plastics Co,3923.10,36323.46,1303061.49,Long Beach,2025-07-29
Tesla Motors ,Vietnam Manuf Group,6404.11,6383.99,1790454.64,Los Angeles,2025-10-20
YETI CUSTOM DOMESTIC CORP,Foxconn Technology,8517.12,28989.38,1930206.36,Los Angeles,2025-04-16
Samsung Electronics LTD,TSMC,8517.12,49124.47,1314901.74,Shenzhen,2025-08-21
YETI CUSTOM DOMESTIC CORP,Shenzhen Plastics Co,8517.12,25181.23,1301624.72,Long Beach,2025-07-21
NIKE USA LTD,Shenzhen Plastics Co,8517.12,46405.57,1100933.71,Long Beach,2025-07-10
Nike Inc. INC,Vietnam Manuf Group,6404.11,39549.96,479314.58,Ho Chi Minh,2026-01-01
Samsung Electronics LTD,Shenzhen Plastics Co,8703.80,2225.58,1911321.47,Shenzhen,2025-09-20
Apple Inc. CORP,TSMC,3923.10,39170.44,907943.8,Shenzhen,2025-11-18
Apple Inc. CORP,Pou Chen Corp,8542.31,41593.25,1220123.52,Long Beach,2026-03-02
Yeti Coolers LLC LTD,Vietnam Manuf Group,8542.31,42497.75,1593233.06,Long Beach,2025-06-07
Yeti Coolers LLC CORP,Pou Chen Corp,6404.11,18237.68,778100.69,Shanghai,2025-07-08
Apple Inc. LTD,Vietnam Manuf Group,8517.12,49497.28,329782.19,Shanghai,2025-09-17
YETI CUSTOM DOMESTIC INC,Shenzhen Plastics Co,8517.12,20148.68,324517.1,Ho Chi Minh,2026-01-30
Nike Inc. ,TSMC,8517.12,17105.86,76777.68,Shenzhen,2025-09-05
Apple Inc. CORP,Foxconn Technology,8703.80,20447.09,809972.83,Rotterdam,2025-09-12
Tesla Motors CORP,TSMC,8517.12,17795.97,487856.27,Ho Chi Minh,2026-03-04
YETI CUSTOM DOMESTIC LTD,TSMC,8703.80,26473.16,1722914.45,Shenzhen,2025-06-19
Samsung Electronics CORP,Vietnam Manuf Group,8703.80,16866.98,1373939.33,Long Beach,2025-06-25
Yeti Coolers LLC INC,Shenzhen Plastics Co,8542.31,23128.23,203769.45,Shanghai,2025-10-03
Samsung Electronics LTD,LG Chem,8542.31,35117.33,628799.66,Shanghai,2025-11-11
APPLE OPERATIONS INTL ,LG Chem,6404.11,15913.98,1775928.34,Rotterdam,2025-05-21
Samsung Electronics CORP,LG Chem,8703.80,4234.78,44444.36,Los Angeles,2025-07-10
NIKE USA LTD,Pou Chen Corp,8542.31,12287.29,725343.12,Long Beach,2025-04-10
Apple Inc. CORP,Foxconn Technology,8542.31,31724.45,621003.68,Rotterdam,2025-09-06
Apple Inc. CORP,BYD Auto,6404.11,16059.67,794077.58,Long Beach,2026-02-12
Apple Inc. CORP,Foxconn Technology,3923.10,8471.72,615492.75,Long Beach,2025-05-05
Nike Inc. ,Pou Chen Corp,8703.80,31393.77,1826429.07,Rotterdam,2025-07-31
Apple Inc. ,Vietnam Manuf Group,8703.80,19092.47,1107986.09,Los Angeles,2025-05-20
APPLE OPERATIONS INTL LTD,Vietnam Manuf Group,3923.10,38868.03,1335487.4,Long Beach,2025-07-18
NIKE USA INC,TSMC,8703.80,29239.07,595869.49,Ho Chi Minh,2025-06-29
Tesla Motors INC,Shenzhen Plastics Co,8542.31,29594.17,363342.86,Long Beach,2025-12-11
Apple Inc. INC,Foxconn Technology,8517.12,4777.46,1439204.81,Long Beach,2025-08-29
Yeti Coolers LLC ,Pou Chen Corp,6404.11,26251.4,824057.59,Los Angeles,2025-07-24
Apple Inc. CORP,Shenzhen Plastics Co,8703.80,43967.66,1577529.01,Shanghai,2025-10-02
Yeti Coolers LLC LTD,Shenzhen Plastics Co,8542.31,28398.98,1309043.5,Rotterdam,2025-06-04
Yeti Coolers LLC ,TSMC,8703.80,25411.41,1374517.66,Rotterdam,2026-01-27
YETI CUSTOM DOMESTIC ,TSMC,8542.31,24784.57,258164.89,Long Beach,2025-11-20
Yeti Coolers LLC LTD,TSMC,8703.80,3759.82,1636607.45,Shanghai,2026-02-24
YETI CUSTOM DOMESTIC ,Shenzhen Plastics Co,8703.80,49033.35,29585.3,Shenzhen,2025-06-11
Nike Inc. LTD,Pou Chen Corp,8542.31,48493.5,1394826.66,Long Beach,2025-12-12
Samsung Electronics ,Foxconn Technology,6404.11,19189.92,1986922.73,Rotterdam,2025-10-21
NIKE USA CORP,LG Chem,3923.10,39504.68,985729.02,Shenzhen,2025-11-21
Nike Inc. CORP,Vietnam Manuf Group,8517.12,46712.03,1365239.41,Ho Chi Minh,2025-12-29
Apple Inc. CORP,LG Chem,8517.12,6885.5,602356.97,Shenzhen,2025-04-09
Yeti Coolers LLC CORP,TSMC,8703.80,14241.17,1235114.67,Los Angeles,2025-04-01
APPLE OPERATIONS INTL LTD,BYD Auto,6404.11,36843.83,588858.85,Long Beach,2025-05-04
YETI CUSTOM DOMESTIC ,Shenzhen Plastics Co,8542.31,18790.3,675203.09,Ho Chi Minh,2025-06-26
NIKE USA ,Vietnam Manuf Group,6404.11,48470.18,1157366.83,Los Angeles,2025-06-13
Samsung Electronics INC,LG Chem,8542.31,18920.86,536770.57,Shenzhen,2025-07-14
YETI CUSTOM DOMESTIC CORP,BYD Auto,3923.10,26246.67,845771.18,Los Angeles,2025-03-17
NIKE USA CORP,Foxconn Technology,8542.31,10288.89,715644.38,Ho Chi Minh,2025-04-17
Apple Inc. CORP,LG Chem,8703.80,7796.42,1799937.62,Los Angeles,2026-03-09
APPLE OPERATIONS INTL ,Vietnam Manuf Group,6404.11,10842.64,1797910.85,Ho Chi Minh,2025-12-25
Tesla Motors CORP,Vietnam Manuf Group,8542.31,32063.69,306675.66,Ho Chi Minh,2025-10-26
NIKE USA CORP,TSMC,6404.11,31746.38,611316.39,Shanghai,2025-05-18
Tesla Motors INC,LG Chem,8517.12,4337.26,1841487.9,Ho Chi Minh,2025-10-14
NIKE USA INC,Shenzhen Plastics Co,8517.12,26210.7,414875.52,Long Beach,2025-05-20
Tesla Motors ,BYD Auto,8517.12,4079.1,1818925.19,Rotterdam,2025-07-28
NIKE USA CORP,Pou Chen Corp,6404.11,31234.55,67210.36,Shanghai,2025-05-29
Tesla Motors INC,Foxconn Technology,3923.10,1207.07,113866.94,Ho Chi Minh,2025-05-24
Samsung Electronics LTD,Shenzhen Plastics Co,8517.12,35497.33,998642.79,Rotterdam,2026-02-02
YETI CUSTOM DOMESTIC LTD,TSMC,8703.80,13979.69,1101748.43,Rotterdam,2025-04-08
Nike Inc. CORP,Pou Chen Corp,8542.31,28733.57,1016016.17,Los Angeles,2025-09-27
APPLE OPERATIONS INTL INC,LG Chem,3923.10,45693.41,415345.76,Shenzhen,2025-11-20
Samsung Electronics ,LG Chem,3923.10,27431.64,729101.78,Long Beach,2025-09-15
APPLE OPERATIONS INTL LTD,Foxconn Technology,8703.80,6002.23,391607.83,Los Angeles,2025-07-12
Tesla Motors LTD,Foxconn Technology,6404.11,10455.53,1668150.24,Shanghai,2025-05-28
